,Food,Carbohydrates,Protein,Fats,Energy,Category
293,Makaroni dan Keju Carbonara,42.75,31.0,38.0,637.0,Pasta
294,"Orecchiette dengan Kubis Savoy, Kacang Polong, dan Krim Lemon",96.25,20.0,19.0,636.0,Pasta
295,Kerang dengan Pernod dan Krim,58.0,56.0,20.0,636.0,Lauk
296,Couscous Ayam Berbumbu dengan Bawang Kayu Manis,87.0,18.0,24.0,636.0,Masakan Barat
297,"Orzo Panggang dengan Udang, Saus Tomat, dan Feta",68.0,37.0,24.0,636.0,Masakan Barat
298,"Paillard Ayam dengan Tomat, Kemangi, dan Jagung Panggang",21.75,72.0,29.0,636.0,Masakan Asia
299,Bakso Daging Sapi dengan Sayuran Rebus,35.75,31.0,41.0,636.0,Lauk
300,Croque Madame dengan Acar Cranberry-Mustard,27.0,33.0,44.0,636.0,Sandwich
301,Pai Pisang Picadillo dengan Keju,55.5,27.0,34.0,636.0,Masakan Barat
302,Pappardelle dalam Saus Krim Lemon dengan Asparagus dan Salmon Asap,97.0,19.0,19.0,635.0,Pasta
303,Tumis Daging Sapi Pedas dan Ubi Jalar,54.5,30.0,33.0,635.0,Lauk
304,French Toast Fingers dengan Selai Cokelat Hazelnut dan Blueberry,77.25,14.0,30.0,635.0,Makanan penutup
305,"Cokelat Panas dengan Espresso, Lemon, dan Adas Manis",86.0,12.0,27.0,635.0,Minuman
306,Daging Sapi Panggang dengan Saus Jamur Liar dan Kentang Tumbuk Bawang Merah Karamel,12.75,38.0,48.0,635.0,Masakan Barat
307,Penne dengan Pancetta dan Saus Krim Tomat,96.0,20.0,19.0,635.0,Pasta
308,Salmon Panggang dengan Glasir Hoisin dan Kenikmatan Plum-Jahe,19.75,49.0,40.0,635.0,Masakan Asia
309,Fusilli ala Thailand dengan Terong dan Shiitake,78.5,17.0,28.0,634.0,Masakan Asia
310,Kakap Merah Dipanggang dengan Adas dan Remah Roti,49.75,66.0,19.0,634.0,Lauk
311,Rigatoni dengan Udang dalam Saus Tomat dan Feta,71.5,33.0,24.0,634.0,Pasta
312,"Halibut Panggang dengan Orzo, Bayam, dan Tomat Ceri",44.75,44.0,31.0,634.0,Masakan Barat
313,Sosis Ayam dengan Kubis dan Bawang,21.0,27.0,49.0,633.0,Masakan Barat
314,Pasta Rags dengan Seribu Herbal,89.75,19.0,22.0,633.0,Pasta
315,Sup Bawang dan Barley dengan Flan Keju Swiss,27.0,21.0,49.0,633.0,Masakan Barat
316,"Burrito Ubi Jalar, Jamur, dan Kacang Hitam Cepat",76.25,21.0,27.0,632.0,Masakan Barat
317,Ikan Bass Laut Hitam dengan Saus Rhubarb Jeruk Asam Manis,29.5,88.0,18.0,632.0,Lauk
318,Kari Udang dan Kerang,46.0,31.0,36.0,632.0,Masakan Barat
319,Fettucine dengan Saus Krim Ayam dan Paprika,51.25,28.0,35.0,632.0,Pasta
320,Burger Salmon dengan Mayones Mustard Jahe,25.75,40.0,41.0,632.0,Sandwich
321,Pizza Bawang Karamel dengan Jamur,88.0,16.0,24.0,632.0,Masakan Barat
322,Sup Daun Bawang dan Kacang Cannellini,57.25,24.0,34.0,631.0,Masakan Barat
323,Kakap di Atas Pasta Angel Hair dengan Krim Jeruk,58.75,45.0,24.0,631.0,Pasta
324,Campuran Berry Crumble dengan Oat dan Almond,88.25,13.0,25.0,630.0,Makanan penutup
325,French Toast a la Santa Fe,11.5,11.0,60.0,630.0,Makanan penutup
326,Ropa Vieja,56.0,43.0,26.0,630.0,Masakan Barat
327,Tostadas Kacang Hitam dengan Salad Endive Keriting,55.25,19.0,37.0,630.0,Salad
328,Lele Goreng a la Southern,19.5,30.0,48.0,630.0,Lauk
329,Daging Sapi Cacciatore,10.5,75.0,32.0,630.0,Lauk
330,Sandwich Steak dengan Pesto Tomat,37.25,30.0,40.0,629.0,Sandwich
331,Kerang dengan Krim Kunyit,32.5,55.0,31.0,629.0,Lauk
332,Ravioli Kentang dan Keju dengan Saus Tomat Segar,85.25,27.0,20.0,629.0,Pasta
333,Spaghetti dengan Kerang dan Kacang Putih,83.75,33.0,18.0,629.0,Pasta
334,Tiram Krim dan Jamur Di Atas Roti Bakar,55.25,39.0,28.0,629.0,Sandwich
335,Ayam Selai Chili dengan Ubi Jalar Karamel dan Persik,66.0,17.0,33.0,629.0,Masakan Barat
336,Ikan Bass dengan Saus Kari Kelapa,11.0,36.0,49.0,629.0,Lauk
337,Tahu Bakar dengan Kacang Hijau dan Saus Kelapa Asia,21.25,10.0,56.0,629.0,Lauk
338,Pastrami dan Kentang Hash dengan Telur Goreng,40.25,36.0,36.0,629.0,Masakan Barat
339,Ravioli dengan Saus Kenari Berbumbu,61.75,19.0,34.0,629.0,Pasta
340,Kacang mete goreng,19.8,21.5,56.6,629.0,Makanan ringan
341,Salad Pasta Sosis Italia,68.25,28.0,27.0,628.0,Salad
342,Lamb Shank Ragù dengan Bubur Jagung,44.5,36.0,34.0,628.0,Masakan Barat
343,Salad Steak Panggang dengan Kacang Hijau dan Keju Biru,11.25,31.0,51.0,628.0,Salad
344,Dada Ayam Panggang dengan Arugula dan Vinaigrette Thyme Zaitun,11.25,49.0,43.0,628.0,Lauk
345,Risotto dengan Asparagus dan Morel Ragoût,90.75,19.0,21.0,628.0,Masakan Barat
346,"Artichoke, Mozzarella Segar, dan Sandwich Salami",18.75,37.0,45.0,628.0,Sandwich
347,Salmon Ceri Bing Tom Douglas,48.25,21.0,39.0,628.0,Masakan Barat
348,Salmon Bakar Jawa dan Bayam Layu,17.25,43.0,43.0,628.0,Masakan Indonesia
349,Ayam Paprika dengan Hummus,12.75,45.0,44.0,627.0,Lauk
350,Salad Daging Sapi dan Mie Kedelai dengan Saus Kacang,60.25,29.0,30.0,627.0,Salad
351,Ikan Bass Laut dengan Tomat dan Bawang,36.0,51.0,31.0,627.0,Lauk
352,Kerang Kari Pedas,40.0,56.0,27.0,627.0,Lauk
353,Burger Lebih Baik dari Belly Acres,26.75,31.0,44.0,627.0,Sandwich
354,Ravioli Pangsit Kacang dan Parmesan,86.25,21.0,22.0,627.0,Pasta
355,Daging Sapi Serai Panggang dan Salad Mie,67.5,33.0,25.0,627.0,Salad
356,Burger Tuna Bakar dengan Mayones Jahe-Bawang Putih,29.25,60.0,30.0,627.0,Sandwich
357,"Galette Zucchini, Lemon, dan Ricotta Individu",38.5,17.0,45.0,627.0,Masakan Barat
358,"Salmon Asap, Krim Asam Lobak, dan Sandwich Lavash Mentimun",12.5,54.0,40.0,626.0,Sandwich
359,Frank dan Kacang,46.75,42.0,30.0,625.0,Masakan Barat
360,Risotto Asparagus dan Shiitake,82.5,22.0,23.0,625.0,Masakan Barat
361,Ayam Aztec,18.25,39.0,44.0,625.0,Masakan Barat
362,Kangkung dan Jamur dengan Polenta Krim,56.5,21.0,35.0,625.0,Sayur
363,Coklat dan Campuran Nut Tart dalam Kerak Kue,50.75,11.0,42.0,625.0,Makanan penutup
364,Pisang siam goreng,8.1,1.0,0.0,625.0,Buah
365,Salad Steak Asia Tenggara,10.0,36.0,49.0,625.0,Salad
366,Picadillo Tostadas,36.0,30.0,40.0,624.0,Masakan Barat
367,Salad Kangkung Caesar Italia,30.25,11.0,51.0,624.0,Salad
368,Mie Jepang Dingin dengan Ayam Panggang dan Sayuran,64.25,49.0,19.0,624.0,Masakan Asia
369,Chowder Ikan Asap,41.5,31.0,37.0,623.0,Masakan Barat
370,Daging atau Udang Panggang ala Tandoori,10.25,24.0,54.0,623.0,Masakan Asia
371,Nasi Minty Panggang dengan Feta dan Rasa Delima,59.25,11.0,38.0,623.0,Masakan Barat
372,Roti Jagung Brokoli Cheddar,63.5,18.0,33.0,623.0,Masakan Asia
373,Ayam dengan Saus Lada-Bawang Putih Panggang,19.25,42.0,42.0,623.0,Lauk
374,Orzo India pedas,48.0,29.0,35.0,623.0,Pasta
375,Ikan Trout Balut Biji Labu,16.0,34.0,47.0,623.0,Masakan Barat
376,Burger Feta dengan Bawang Merah Panggang,29.0,41.0,38.0,622.0,Sandwich
377,Risotto Ramp dan Sosis,56.0,23.0,34.0,622.0,Masakan Barat
378,Parmesan Terong,37.5,21.0,43.0,621.0,Lauk
379,Ayam Oriental,24.75,54.0,34.0,621.0,Masakan Asia
380,"Orzo dengan Feta, Kacang Hijau, dan Tomat",62.5,23.0,31.0,621.0,Pasta
381,Sup Sayur dengan Kemangi dan Saus Bawang Putih,78.0,32.0,20.0,620.0,Masakan Barat
382,Flounder Goreng dengan Kentang dalam Peterseli,55.5,32.0,30.0,620.0,Lauk
383,Campuran Sayuran dengan Keju Kambing dan Manisan Almond,41.75,12.0,45.0,620.0,Salad
384,Fish-and-Chips,98.5,34.0,10.0,620.0,Masakan Barat
385,"Ayam, Brokoli dan Fusilli dalam Saus Krim Bawang Putih",54.0,49.0,23.0,619.0,Lauk
386,Tumis Puyuh dengan Saus Shiitake Port,63.0,22.0,31.0,619.0,Lauk
387,Short Ribs Panggang ala Korea,22.0,63.0,31.0,619.0,Masakan Asia
388,Daging Sapi Rebus Maroko,38.25,40.0,34.0,619.0,Masakan Timur Tengah
389,Risotto Gaya Milan (Risotta Alla Milanese),79.25,17.0,26.0,619.0,Masakan Barat
390,Parfait Puding Coklat Susu dengan Raspberry,64.25,14.0,34.0,619.0,Makanan penutup
391,Paella Sosis Italia dan Paprika,80.0,34.0,18.0,618.0,Masakan Barat
392,Osso Buco,23.75,61.0,31.0,618.0,Lauk
393,"Lasagna Jamur, Radicchio, dan Mozzarella Asap",45.75,30.0,35.0,618.0,Pasta
394,"Tumis Udang, Sayur, dan Kacang Mete",87.5,31.0,16.0,618.0,Lauk
395,Stew Domba dengan Plum Kering,46.75,65.0,19.0,618.0,Masakan Barat
396,Taco Ayam Chipotle dengan Kentang dan Guacamole,61.25,28.0,29.0,618.0,Masakan Barat
397,Butternut Squash dan Sup Kacang Putih,86.0,37.0,14.0,618.0,Makanan penutup
398,Platter Salmon dengan Saus Caper,41.25,23.0,40.0,617.0,Lauk
399,Pai Pot Sayuran Ayam dan Musim Gugur,24.25,58.0,32.0,617.0,Masakan Barat
400,Salad Ayam Lemon Panggang dengan Saus Krim Dill,22.0,49.0,37.0,617.0,Salad
401,Steak Rib-Eye dengan Paprika dan Mentega Gorgonzola,14.0,21.0,53.0,617.0,Lauk
402,Strudel Domba dan Tomat Kering,23.5,25.0,47.0,617.0,Masakan Barat
403,Domba Rebus Berbumbu dengan Wortel dan Bayam,11.5,37.0,47.0,617.0,Lauk
404,Ravioli Empat Keju dengan Jamur,70.25,21.0,28.0,617.0,Pasta
405,Angel Hair Pasta With Tuna ,86.0,32.0,16.0,616.0,Pasta
406,Kacang Polong dan Pasta Gula,94.75,21.0,17.0,616.0,Masakan Barat
407,"Brokoli, Cabai Merah, dan Sup Keju Cheddar",62.5,24.0,30.0,616.0,Sayur
408,"Spaghetti Dieja, Tomat Anggur, dan Ricotta Panggang",65.0,26.0,28.0,616.0,Pasta
409,Kari Merah Sayur dan Tahu,49.25,26.0,35.0,616.0,Masakan Asia
410,Sayuran Kukus dengan Kemangi Pecan Pesto,36.25,12.0,47.0,616.0,Sayur
411,"Bayam, Cabai Merah, dan Feta Quiche",27.5,16.0,49.0,615.0,Masakan Barat
412,"Gemelli dengan Asparagus, Salmon Asap, dan Dill",90.25,23.0,18.0,615.0,Pasta
413,Burger Domba Turki,23.0,34.0,43.0,615.0,Sandwich
414,Salmon Mangalore Direbus dengan Santan,16.0,32.0,47.0,615.0,Lauk
415,"Pasta dengan Ikan Putih Asap, Tomat, dan Bawang Putih",61.0,41.0,23.0,615.0,Pasta
416,"Terrine Akar Seledri Goreng, Kentang, dan Keju Kambing",19.25,13.0,54.0,615.0,Masakan Barat
417,Pasta Lemon Asparagus,92.0,19.0,19.0,615.0,Pasta
418,Steak Burrito dengan Keju Monterey Jack,33.0,35.0,38.0,614.0,Lauk
419,Escarole Isi Nasi Mediterania,49.0,19.0,38.0,614.0,Masakan Barat
420,Lasagna Keju Asap dan Sosis,38.0,30.0,38.0,614.0,Pasta
421,Sup Kepiting-Jagung,34.75,22.0,43.0,614.0,Masakan Barat
422,"Dada Ayam Panggang dengan Kacang Garbanzo, Tomat, dan Paprika",31.0,46.0,34.0,614.0,Lauk
423,Linguine dengan Brokoli Rabe dan Lemon,93.5,26.0,15.0,613.0,Pasta
424,Sup Ayam Bubbe,56.75,38.0,26.0,613.0,Lauk
425,Kue Wajan Tepung Jagung dan Kismis dengan Sirup Apel-Kayu Manis,104.0,11.0,17.0,613.0,Makanan penutup
426,Ravioli Keju dengan Bumbu dalam Kaldu Daging,42.25,30.0,36.0,613.0,Pasta
427,"Jamur Liar, Bawang Merah, dan Omelet Gruyère",16.5,31.0,47.0,613.0,Sayur
428,"Risotto dengan Daun Bawang, Jamur Shiitake, dan Truffle",65.25,16.0,32.0,613.0,Masakan Barat
429,Gnocchi dengan Saus Tomat-Porcini Krim,97.25,22.0,15.0,612.0,Pasta
430,Chowder Seafood,23.25,87.0,19.0,612.0,Masakan Barat
431,Orecchiette dengan Saus Mortadella dan Kacang Polong,45.25,20.0,39.0,612.0,Pasta
432,Renyah Aprikot-Walnut,80.0,10.0,28.0,612.0,Masakan Barat
433,Haroseth (Pasta Buah Kering dan Kacang),53.5,14.0,38.0,612.0,Makanan penutup
434,Asparagus Panggang dan Leek Frittata,16.75,26.0,49.0,612.0,Masakan Barat
435,"Linguine dengan Tomat Mentah, Arugula, dan Saus Zaitun",95.5,19.0,17.0,611.0,Pasta
436,Salad Ayam Tandoori,13.5,56.0,37.0,611.0,Salad
437,Penne dengan Almond Pesto dan Kacang Hijau,61.25,15.0,34.0,611.0,Pasta
438,Kerang ala Maroko,52.25,51.0,22.0,611.0,Masakan Timur Tengah
439,Couscous Tujuh Sayuran dengan Harissa Bawang Chunky,58.25,11.0,37.0,610.0,Masakan Barat
440,"Bahu Daging Sapi Muda dengan Jamur Porcini, Bawang Putih, dan Rosemary",12.75,70.0,31.0,610.0,Lauk
441,Udang Tepung Jagung Goreng dengan Risotto Butternut Squash,85.0,27.0,18.0,610.0,Masakan Barat
442,Steak Daging Sapi dengan Saus Lada,14.0,35.0,46.0,610.0,Lauk
443,"Dada Ayam dengan Jamur Liar, Marjoram, dan Marsala",21.0,73.0,26.0,610.0,Lauk
444,Tart Mousse Selai Kacang Karamel,41.25,10.0,45.0,610.0,Makanan penutup
445,Strata Sayuran dan Keju,42.0,34.0,34.0,610.0,Masakan Barat
446,Lidah dengan Saus Mustard-Lobak,18.25,35.0,44.0,609.0,Lauk
447,Ikan Todak Panggang À La Niçoise,32.25,39.0,36.0,609.0,Lauk
448,Sancocho Dominika,44.5,38.0,31.0,609.0,Masakan Barat
449,Pasta Cangkang Besar dengan Saus Seafood,78.75,42.0,14.0,609.0,Pasta
450,Salmon Panggang dengan Crème Fraîche Lobak,23.5,41.0,39.0,609.0,Lauk
451,Patty Melt a la Restoran,10.75,40.0,45.0,608.0,Masakan Barat
452,Sloppy Joes,36.75,32.0,37.0,608.0,Sandwich
453,Salmon Wasabi Renyah dengan Jeruk Nipis,15.5,51.0,38.0,608.0,Lauk
454,"Terong, Zucchini, Cabai Merah, dan Torte Parmesan",35.5,22.0,42.0,608.0,Sayur
455,Turnover Bayam dan Feta,80.25,29.0,19.0,608.0,Masakan Barat
456,Cannelloni Labu dengan Kerang dan Mentega Sage Brown,45.75,41.0,29.0,608.0,Masakan Barat
457,Salmon Rebus Cepat dengan Ratatouille Cepat,17.25,49.0,38.0,607.0,Lauk
458,Kari Zukini,43.0,21.0,39.0,607.0,Masakan Barat
459,Dacquoise Kacang dengan Mousse Selai Kacang,50.0,14.0,39.0,607.0,Makanan penutup
460,Onion Rings,80.0,11.0,27.0,607.0,Makanan ringan
461,Pappardelle Labu Butternut dan Radicchio,69.25,15.0,30.0,607.0,Pasta
462,Sup Salmon,21.5,40.0,40.0,606.0,Masakan Barat
463,Puding Roti Apel Cheddar,81.5,16.0,24.0,606.0,Makanan penutup
464,Ayam Cheddar Empuk dengan Bayam Layu,24.75,30.0,43.0,606.0,Masakan Indonesia
465,Linguine Kerang Panggang,87.5,28.0,16.0,606.0,Pasta
466,Pasta Seafood dengan Saus Herba Lemon-Saffron,49.0,26.0,34.0,606.0,Pasta
467,"Polenta dengan Sosis, Bawang dan Paprika",26.0,22.0,46.0,606.0,Masakan Barat
468,Daging Cincang Klasik dengan Sayuran Panggang,59.25,45.0,21.0,606.0,Lauk
469,"Fettuccine dengan Morel, Asparagus, dan Keju Kambing",78.0,24.0,22.0,606.0,Pasta
470,Burger Isi Keju Cheddar,39.5,42.0,31.0,605.0,Sandwich
471,Pasta dengan Tomat dan Keju Kambing,97.0,25.0,13.0,605.0,Pasta
472,Patty Sosis dengan Kenikmatan Cranberry-Kumquat,27.5,27.0,43.0,605.0,Lauk
473,"Phyllo Pie dengan Butternut Squash, Kangkung, dan Keju Kambing",48.75,26.0,34.0,605.0,Masakan Barat
474,"Salad Kentang Panggang dengan Selada Air, Daun Bawang, dan Vinaigrette Keju Biru",58.25,12.0,36.0,605.0,Salad
475,Roti Jagung Panzanella,62.0,15.0,33.0,605.0,Masakan Barat
476,Monkfish Panggang dengan Lentil Kari dan Kembang Kol Mentega Kecokelatan,48.75,44.0,26.0,605.0,Lauk
477,Steak dengan Mustard dan Lada Hijau,12.0,40.0,44.0,604.0,Masakan Barat
478,"Kacang Putih, Butternut Squash, Kale, dan Rebusan Zaitun",93.5,26.0,14.0,604.0,Sayur
479,Hati dan Bawang a la Venesia,22.5,36.0,41.0,603.0,Lauk
480,Linguine dengan Tomat dan Hati Artichoke,81.25,29.0,18.0,603.0,Pasta
481,Sup Daging Sapi Barley dengan Jamur Liar dan Parsnip,62.0,55.0,15.0,603.0,Masakan Barat
482,"Pasta Tinta Cumi dengan Udang, Nduja, dan Tomat",70.25,31.0,22.0,603.0,Pasta
483,Spaghetti Farro dengan Jamur dan Hazelnut,75.25,17.0,26.0,603.0,Pasta
484,Fettuccine dengan Sosis dan Kangkung,45.5,42.0,28.0,602.0,Pasta
485,Pasta Cumi dan Adas dengan Lemon dan Rempah,75.5,30.0,20.0,602.0,Pasta
486,Casserole Rigatoni Tahu,52.5,35.0,28.0,602.0,Masakan Barat
487,Parfait Ceri Maraschino,96.75,11.0,19.0,602.0,Makanan penutup
488,Torta De Calabacitas,25.5,26.0,44.0,602.0,Masakan Barat
489,Bisque Lobster,33.75,65.0,23.0,602.0,Lauk
490,Sup Udang Thailand dengan Lemon dan Jalapenos,52.0,49.0,22.0,602.0,Masakan Asia
491,"Spaghetti One-Pot Kale, Tomat, dan Lemon",80.0,14.0,25.0,601.0,Pasta
492,Ayam Kari Hijau,43.0,24.0,37.0,601.0,Masakan Asia
493,Linguine Makanan Laut,73.75,27.0,22.0,601.0,Pasta
494,Manicotti,54.0,31.0,29.0,601.0,Masakan Barat
495,"Polenta, Keju Kambing, dan Tart Jamur",45.0,13.0,41.0,601.0,Masakan Barat
496,Rebusan Lentil dengan Bayam dan Kentang,87.5,29.0,15.0,601.0,Masakan Barat
497,Kerang dalam Saus Krim,38.75,55.0,25.0,600.0,Lauk
498,Pasta Pantry,72.25,26.0,23.0,600.0,Pasta
499,Sup Kacang Merpati,40.25,40.0,31.0,600.0,Masakan Barat
500,"Orecchiette dengan Lentil, Bawang, dan Bayam",91.0,23.0,16.0,600.0,Pasta
501,puding moka,59.0,10.0,36.0,600.0,Makanan penutup
502,Pasta Telur Lemon dan Salmon,58.75,17.0,33.0,600.0,Pasta
503,Sup Kentang-Daun Bawang dengan Keju,93.75,18.0,17.0,600.0,Masakan Barat
504,Fillet Barramundi dengan Ubi Jalar Panggang dan Keripik Brussels Sprout,60.5,15.0,33.0,599.0,Masakan Barat
505,"Farfalle dengan Ayam, Tomat, Bawang Karamel, dan Keju Kambing",66.75,29.0,24.0,599.0,Pasta
506,Bucatini Carbonara dengan Zucchini,61.5,25.0,28.0,598.0,Pasta
507,"Artichoke dengan Romano, Lada, dan Zaitun",23.5,18.0,48.0,598.0,Sayur
508,Ranch Beans,66.75,31.0,23.0,598.0,Masakan Barat
509,Dendeng ikan mujair,9.2,74.3,26.9,598.0,Lauk
510,Steak Panggang dan Kentang dengan Saus Charmoula,41.75,38.0,31.0,598.0,Masakan Barat
511,Dendeng mujair goreng,9.2,74.3,26.9,598.0,Lauk
512,Keripik oncom,42.6,8.3,43.8,598.0,Makanan ringan
513,Spumoni Sundaes dengan Saus Fudge Panas Espresso,49.5,10.0,40.0,598.0,Makanan penutup
514,Salad Bayam Jeruk dan Jamur Hangat,36.75,16.0,43.0,598.0,Salad
515,Domba dan Zucchini Fusilli Ditaburi Mentega Kemangi,67.75,23.0,26.0,597.0,Lauk
516,Steak Asia dan Salad Mie,65.5,41.0,19.0,597.0,Salad
517,Salmon Dilapisi Madu dan Mustard,14.25,38.0,43.0,596.0,Lauk
518,Salad Puyuh Panggang dengan Saus Madu-Dijon,23.75,24.0,45.0,596.0,Salad
519,"Tilapia dengan Saus Mentega Balsamic, Kentang Tumbuk Thyme, dan Kacang Polong",42.75,32.0,33.0,596.0,Masakan Barat
520,Enfrijolada Kacang Pinto,52.75,22.0,33.0,596.0,Masakan Barat
521,"Terong, Lada Panggang, dan Terrine Keju Kambing dengan Saus Peterseli",20.25,14.0,51.0,596.0,Masakan Barat
522,Kerang Krim dan Rebusan Sayur Akar,46.75,48.0,24.0,595.0,Masakan Barat
523,Pasta Telur Orak-arik,50.75,26.0,32.0,595.0,Pasta
524,"Rebusan Daging Sapi dengan Jamur, Bawang Merah dan Kentang",42.25,59.0,21.0,594.0,Masakan Asia
525,Udang Asap dan Rebusan Halibut,26.75,61.0,27.0,594.0,Lauk
526,Pasta dengan Udang dan Artichoke,81.0,36.0,14.0,594.0,Pasta
527,Gulungan Collard Isi Sayur dan Ricotta dengan Saus Tomat,37.75,32.0,35.0,594.0,Sayur
528,Penne dan Gratin Sayuran,69.5,25.0,24.0,594.0,Pasta
529,Burger Domba Berbumbu,28.25,28.0,41.0,594.0,Sandwich
530,"Lobster Dill, Alpukat, dan Salad Kentang dengan Saus Lobak Lieber",32.25,42.0,33.0,594.0,Salad
531,Penne dengan Ikan Trout Asap dan Kacang Polong Gula,93.5,28.0,12.0,594.0,Pasta
532,Smorrebrod Salmon Asap,12.5,39.0,43.0,593.0,Masakan Barat
533,Kue Ikan dengan Udang dan Salmon Asap,70.5,26.0,23.0,593.0,Masakan Barat
534,Sup Kapulaga Wortel,75.0,17.0,25.0,593.0,Masakan Barat
535,"Ikan Lele Kulit Oat Pinhead, Kembang Kol Panggang dan Sawi, dan Krim Lemon",26.25,32.0,40.0,593.0,Masakan Barat
536,Puding Coklat Susu Selai Kacang,55.25,12.0,36.0,593.0,Makanan penutup
537,Kaki Ayam Panggang Moster di Atas Arugula,15.75,47.0,38.0,593.0,Lauk
538,Torte Es Lemon dengan Saus Strawberry-Rhubarb,68.75,12.0,30.0,593.0,Makanan penutup
539,Makaroni dan Keju Biru dengan Daun Bawang,50.25,26.0,32.0,593.0,Pasta
540,Salmon Dibungkus Phyllo dengan Daun Bawang dan Paprika Merah,32.0,33.0,37.0,593.0,Masakan Barat
541,Risotto Biji Bunga Matahari dengan Labu dan Jamur,19.25,12.0,52.0,593.0,Masakan Barat
542,Moussaka Domba dengan Kismis,41.0,24.0,37.0,593.0,Masakan Barat
543,Campuran Sayuran dengan Crostini Keju Kambing,24.5,18.0,47.0,593.0,Sayur
544,Salad Ayam dan Nektarin dengan Mayones Jinten Panggang,11.25,47.0,40.0,593.0,Salad
545,Roti Daging Sapi dengan Jamur dan Daun Bawang,20.5,33.0,42.0,592.0,Sandwich
546,Sup Kacang Putih dan Sayur,80.5,27.0,18.0,592.0,Masakan Barat
547,Aprikot Almond Linzertorte,57.0,10.0,36.0,592.0,Makanan penutup
548,Artichoke Isi,34.5,19.0,42.0,592.0,Sayur
549,Bundel Kentang dan Kubis,64.75,18.0,29.0,592.0,Masakan Barat
550,Chowder Clam Makan Malam,57.25,48.0,19.0,592.0,Masakan Barat
551,Salmon Rebus Dingin dengan Saus Mustard-Lime,19.5,45.0,37.0,591.0,Lauk
552,Kari Ayam dengan Ubi Jalar,46.5,54.0,21.0,591.0,Lauk
553,Salad Ayam Kari dan Sayuran Mintz,34.25,28.0,38.0,591.0,Salad
554,Jamur Portobello Diisi dengan Bayam dan Keju Kambing,14.0,19.0,51.0,591.0,Lauk
555,Kerang Tarragon Lime Bay di Atas Pasta Angel Hair,73.0,32.0,19.0,591.0,Masakan Barat
556,"Rotini dengan Paprika, Bawang, dan Feta",91.75,20.0,16.0,591.0,Pasta
557,Ayam Panggang dengan Saus Barbekyu Root Beer,12.0,48.0,39.0,591.0,Lauk
558,Gurita dengan Linguine,76.0,47.0,11.0,591.0,Pasta
559,Kue kelapa,47.5,5.6,42.1,591.0,Jajanan
560,Pierogies dengan Asinan Kubis Rebus dan Jamur,103.25,15.0,13.0,590.0,Masakan Barat
561,Keripik Kentang Goreng Oven dengan Thyme,89.25,11.0,21.0,590.0,Masakan Barat
562,Risotto Lobster Truffle,54.25,28.0,29.0,590.0,Masakan Barat
563,Sayap Ayam Panggang Thailand,17.0,45.0,38.0,590.0,Lauk
564,Nasi Merah Kacang,60.0,13.0,33.0,589.0,Karbohidrat
565,Penne dengan Swiss Chard,77.0,23.0,21.0,589.0,Pasta
566,Souffle Keju Gruyère dengan Dill,14.0,23.0,49.0,589.0,Masakan Barat
567,Stik Ikan Berbumbu Cabai,30.5,38.0,35.0,589.0,Lauk
568,Burrito Daging Sapi Pedas,57.5,47.0,19.0,589.0,Masakan Barat
569,Gratin Kentang Keju Biru,34.0,14.0,44.0,588.0,Masakan Barat
570,Salad Pasta Ayam dengan Saus Kari Krim,13.25,55.0,35.0,588.0,Salad
571,Kerupuk urat,1.2,53.7,40.9,588.0,Makanan ringan
572,Dua Kacang Polong dalam Pasta,83.75,25.0,17.0,588.0,Masakan Barat
573,Ravioli Udang dengan Mentega Jahe Jeruk Nipis,73.75,26.0,21.0,588.0,Pasta
574,Pasta dengan Ikan Teri dan Tomat,94.75,25.0,12.0,587.0,Pasta
575,Kue Ricotta Stroberi-Oranye dengan Pistachio,65.5,16.0,29.0,587.0,Makanan penutup
576,Pancake Gandum Utuh dengan Sirup Blackberry,95.25,11.0,18.0,587.0,Makanan penutup
577,"Rigatoni dengan Saus Tomat, Kemangi, dan Jamur",84.0,20.0,19.0,587.0,Pasta
578,Pasta Primavera,72.75,20.0,24.0,587.0,Pasta
579,Nasi Goreng Udang dengan Jahe,38.5,34.0,33.0,587.0,Masakan Asia
580,Tart Relleno Chili,25.5,20.0,45.0,587.0,Makanan penutup
581,Puding Roti Brioche,90.0,14.0,19.0,587.0,Makanan penutup
582,Crudité Musim Panas dengan Bagna Cauda,16.0,16.0,51.0,587.0,Masakan Barat
583,Kue Keju Marzipan,34.25,11.0,45.0,586.0,Makanan penutup
584,Keripik bayam,50.2,4.9,40.6,586.0,Makanan ringan
585,Kari Hijau dengan Bawang Keemasan dan Kacang Mete,16.5,22.0,48.0,586.0,Masakan Asia
586,Orecchiette dengan Kangkung dan Remah Roti,76.0,21.0,22.0,586.0,Pasta
587,Pancake Tepung Jagung Buttermilk,81.0,16.0,22.0,586.0,Makanan penutup
588,Sandwich Ayam Panggang dengan Sage Pesto dan Apel,19.75,12.0,51.0,586.0,Sandwich
589,Sandwich Ayam dengan Mentega Kucai,32.25,31.0,37.0,586.0,Sandwich
590,Saltimbocca Ayam Lembaran dengan Kentang Panggang dan Kangkung Renyah,30.25,69.0,21.0,586.0,Masakan Barat
591,Burgundy Daging Sapi Cepat,38.25,34.0,33.0,586.0,Masakan Barat
