Name,Calories,Fat_g,Carbs_g,Protein_g,Serving_Size_g
Kakap di Atas Pasta Angel Hair dengan Krim Jeruk,631.0,11.6,58.8,45.0,100.0
Campuran Berry Crumble dengan Oat dan Almond,630.0,10.7,88.2,13.0,100.0
French Toast a la Santa Fe,630.0,11.6,11.5,11.0,100.0
Ropa Vieja,630.0,11.8,56.0,43.0,100.0
Tostadas Kacang Hitam dengan Salad Endive Keriting,630.0,2.1,55.2,19.0,100.0
Lele Goreng a la Southern,630.0,11.5,19.5,30.0,100.0
Daging Sapi Cacciatore,630.0,8.8,10.5,75.0,100.0
Sandwich Steak dengan Pesto Tomat,629.0,27.6,37.2,30.0,100.0
Kerang dengan Krim Kunyit,629.0,5.3,32.5,55.0,100.0
Ravioli Kentang dan Keju dengan Saus Tomat Segar,629.0,12.3,85.2,27.0,100.0
Spaghetti dengan Kerang dan Kacang Putih,629.0,4.9,83.8,33.0,100.0
Tiram Krim dan Jamur Di Atas Roti Bakar,629.0,14.1,55.2,39.0,100.0
Ayam Selai Chili dengan Ubi Jalar Karamel dan Persik,629.0,11.8,66.0,17.0,100.0
Ikan Bass dengan Saus Kari Kelapa,629.0,10.0,11.0,36.0,100.0
Tahu Bakar dengan Kacang Hijau dan Saus Kelapa Asia,629.0,5.9,21.2,10.0,100.0
Pastrami dan Kentang Hash dengan Telur Goreng,629.0,11.0,40.2,36.0,100.0
Ravioli dengan Saus Kenari Berbumbu,629.0,10.5,61.8,19.0,100.0
Kacang mete goreng,629.0,12.0,19.8,21.5,100.0
Salad Pasta Sosis Italia,628.0,7.0,68.2,28.0,100.0
Lamb Shank Ragù dengan Bubur Jagung,628.0,18.1,44.5,36.0,100.0
Salad Steak Panggang dengan Kacang Hijau dan Keju Biru,628.0,17.6,11.2,31.0,100.0
Dada Ayam Panggang dengan Arugula dan Vinaigrette Thyme Zaitun,628.0,10.1,11.2,49.0,100.0
Risotto dengan Asparagus dan Morel Ragoût,628.0,11.6,90.8,19.0,100.0
"Artichoke, Mozzarella Segar, dan Sandwich Salami",628.0,10.7,18.8,37.0,100.0
Salmon Ceri Bing Tom Douglas,628.0,4.6,48.2,21.0,100.0
Salmon Bakar Jawa dan Bayam Layu,628.0,6.1,17.2,43.0,100.0
Ayam Paprika dengan Hummus,627.0,18.6,12.8,45.0,100.0
Salad Daging Sapi dan Mie Kedelai dengan Saus Kacang,627.0,7.4,60.2,29.0,100.0
Ikan Bass Laut dengan Tomat dan Bawang,627.0,6.4,36.0,51.0,100.0
Kerang Kari Pedas,627.0,5.1,40.0,56.0,100.0
Burger Lebih Baik dari Belly Acres,627.0,23.5,26.8,31.0,100.0
Ravioli Pangsit Kacang dan Parmesan,627.0,10.2,86.2,21.0,100.0
Daging Sapi Serai Panggang dan Salad Mie,627.0,15.3,67.5,33.0,100.0
Burger Tuna Bakar dengan Mayones Jahe-Bawang Putih,627.0,7.6,29.2,60.0,100.0
"Galette Zucchini, Lemon, dan Ricotta Individu",627.0,6.6,38.5,17.0,100.0
"Salmon Asap, Krim Asam Lobak, dan Sandwich Lavash Mentimun",626.0,18.9,12.5,54.0,100.0
Frank dan Kacang,625.0,12.2,46.8,42.0,100.0
Risotto Asparagus dan Shiitake,625.0,10.8,82.5,22.0,100.0
Kangkung dan Jamur dengan Polenta Krim,625.0,9.9,56.5,21.0,100.0
Coklat dan Campuran Nut Tart dalam Kerak Kue,625.0,24.5,50.8,11.0,100.0
Pisang siam goreng,625.0,9.5,8.1,1.0,100.0
Salad Steak Asia Tenggara,625.0,5.8,10.0,36.0,100.0
Picadillo Tostadas,624.0,14.4,36.0,30.0,100.0
Salad Kangkung Caesar Italia,624.0,2.8,30.2,11.0,100.0
Mie Jepang Dingin dengan Ayam Panggang dan Sayuran,624.0,18.9,64.2,49.0,100.0
Chowder Ikan Asap,623.0,5.3,41.5,31.0,100.0
Daging atau Udang Panggang ala Tandoori,623.0,9.1,10.2,24.0,100.0
Nasi Minty Panggang dengan Feta dan Rasa Delima,623.0,5.2,59.2,11.0,100.0
Roti Jagung Brokoli Cheddar,623.0,22.8,63.5,18.0,100.0
Ayam dengan Saus Lada-Bawang Putih Panggang,623.0,14.6,19.2,42.0,100.0
Orzo India pedas,623.0,6.2,48.0,29.0,100.0
Ikan Trout Balut Biji Labu,623.0,3.9,16.0,34.0,100.0
Burger Feta dengan Bawang Merah Panggang,622.0,14.5,29.0,41.0,100.0
Risotto Ramp dan Sosis,622.0,10.9,56.0,23.0,100.0
"Orzo dengan Feta, Kacang Hijau, dan Tomat",621.0,5.6,62.5,23.0,100.0
Sup Sayur dengan Kemangi dan Saus Bawang Putih,620.0,3.2,78.0,32.0,100.0
Flounder Goreng dengan Kentang dalam Peterseli,620.0,12.0,55.5,32.0,100.0
Campuran Sayuran dengan Keju Kambing dan Manisan Almond,620.0,15.6,41.8,12.0,100.0
"Ayam, Brokoli dan Fusilli dalam Saus Krim Bawang Putih",619.0,18.4,54.0,49.0,100.0
Tumis Puyuh dengan Saus Shiitake Port,619.0,7.8,63.0,22.0,100.0
Short Ribs Panggang ala Korea,619.0,6.7,22.0,63.0,100.0
Daging Sapi Rebus Maroko,619.0,0.7,38.2,40.0,100.0
Risotto Gaya Milan (Risotta Alla Milanese),619.0,12.5,79.2,17.0,100.0
Parfait Puding Coklat Susu dengan Raspberry,619.0,9.5,64.2,14.0,100.0
Paella Sosis Italia dan Paprika,618.0,10.8,80.0,34.0,100.0
Osso Buco,618.0,13.2,23.8,61.0,100.0
"Lasagna Jamur, Radicchio, dan Mozzarella Asap",618.0,5.5,45.8,30.0,100.0
"Tumis Udang, Sayur, dan Kacang Mete",618.0,3.9,87.5,31.0,100.0
Stew Domba dengan Plum Kering,618.0,5.8,46.8,65.0,100.0
Taco Ayam Chipotle dengan Kentang dan Guacamole,618.0,8.3,61.2,28.0,100.0
Butternut Squash dan Sup Kacang Putih,618.0,1.0,86.0,37.0,100.0
Platter Salmon dengan Saus Caper,617.0,10.2,41.2,23.0,100.0
Pai Pot Sayuran Ayam dan Musim Gugur,617.0,17.8,24.2,58.0,100.0
Salad Ayam Lemon Panggang dengan Saus Krim Dill,617.0,19.3,22.0,49.0,100.0
Steak Rib-Eye dengan Paprika dan Mentega Gorgonzola,617.0,24.4,14.0,21.0,100.0
Strudel Domba dan Tomat Kering,617.0,9.3,23.5,25.0,100.0
Domba Rebus Berbumbu dengan Wortel dan Bayam,617.0,2.0,11.5,37.0,100.0
Ravioli Empat Keju dengan Jamur,617.0,13.1,70.2,21.0,100.0
Angel Hair Pasta With Tuna,616.0,1.1,86.0,32.0,100.0
Kacang Polong dan Pasta Gula,616.0,3.2,94.8,21.0,100.0
"Brokoli, Cabai Merah, dan Sup Keju Cheddar",616.0,2.6,62.5,24.0,100.0
"Spaghetti Dieja, Tomat Anggur, dan Ricotta Panggang",616.0,11.1,65.0,26.0,100.0
Kari Merah Sayur dan Tahu,616.0,10.1,49.2,26.0,100.0
Sayuran Kukus dengan Kemangi Pecan Pesto,616.0,0.3,36.2,12.0,100.0
"Bayam, Cabai Merah, dan Feta Quiche",615.0,18.8,27.5,16.0,100.0
"Gemelli dengan Asparagus, Salmon Asap, dan Dill",615.0,5.9,90.2,23.0,100.0
Burger Domba Turki,615.0,16.7,23.0,34.0,100.0
Salmon Mangalore Direbus dengan Santan,615.0,4.4,16.0,32.0,100.0
"Pasta dengan Ikan Putih Asap, Tomat, dan Bawang Putih",615.0,4.1,61.0,41.0,100.0
"Terrine Akar Seledri Goreng, Kentang, dan Keju Kambing",615.0,12.4,19.2,13.0,100.0
Pasta Lemon Asparagus,615.0,8.6,92.0,19.0,100.0
Steak Burrito dengan Keju Monterey Jack,614.0,16.3,33.0,35.0,100.0
Escarole Isi Nasi Mediterania,614.0,8.3,49.0,19.0,100.0
Lasagna Keju Asap dan Sosis,614.0,12.2,38.0,30.0,100.0
Sup Kepiting-Jagung,614.0,2.6,34.8,22.0,100.0
"Dada Ayam Panggang dengan Kacang Garbanzo, Tomat, dan Paprika",614.0,13.5,31.0,46.0,100.0
Linguine dengan Brokoli Rabe dan Lemon,613.0,1.9,93.5,26.0,100.0
Sup Ayam Bubbe,613.0,2.5,56.8,38.0,100.0
Kue Wajan Tepung Jagung dan Kismis dengan Sirup Apel-Kayu Manis,613.0,22.7,104.0,11.0,100.0
Ravioli Keju dengan Bumbu dalam Kaldu Daging,613.0,4.5,42.2,30.0,100.0
"Jamur Liar, Bawang Merah, dan Omelet Gruyère",613.0,14.4,16.5,31.0,100.0
"Risotto dengan Daun Bawang, Jamur Shiitake, dan Truffle",613.0,12.4,65.2,16.0,100.0
Gnocchi dengan Saus Tomat-Porcini Krim,612.0,11.7,97.2,22.0,100.0
Chowder Seafood,612.0,13.2,23.2,87.0,100.0
Orecchiette dengan Saus Mortadella dan Kacang Polong,612.0,10.4,45.2,20.0,100.0
Renyah Aprikot-Walnut,612.0,8.8,80.0,10.0,100.0
Haroseth (Pasta Buah Kering dan Kacang),612.0,7.8,53.5,14.0,100.0
Asparagus Panggang dan Leek Frittata,612.0,6.4,16.8,26.0,100.0
"Linguine dengan Tomat Mentah, Arugula, dan Saus Zaitun",611.0,1.7,95.5,19.0,100.0
Salad Ayam Tandoori,611.0,4.4,13.5,56.0,100.0
Penne dengan Almond Pesto dan Kacang Hijau,611.0,14.8,61.2,15.0,100.0
Kerang ala Maroko,611.0,4.7,52.2,51.0,100.0
Couscous Tujuh Sayuran dengan Harissa Bawang Chunky,610.0,11.7,58.2,11.0,100.0
"Bahu Daging Sapi Muda dengan Jamur Porcini, Bawang Putih, dan Rosemary",610.0,9.8,12.8,70.0,100.0
Udang Tepung Jagung Goreng dengan Risotto Butternut Squash,610.0,14.4,85.0,27.0,100.0
Steak Daging Sapi dengan Saus Lada,610.0,15.3,14.0,35.0,100.0
"Dada Ayam dengan Jamur Liar, Marjoram, dan Marsala",610.0,10.3,21.0,73.0,100.0
Tart Mousse Selai Kacang Karamel,610.0,14.9,41.2,10.0,100.0
Strata Sayuran dan Keju,610.0,13.1,42.0,34.0,100.0
Lidah dengan Saus Mustard-Lobak,609.0,6.2,18.2,35.0,100.0
Ikan Todak Panggang À La Niçoise,609.0,3.4,32.2,39.0,100.0
Sancocho Dominika,609.0,13.8,44.5,38.0,100.0
Pasta Cangkang Besar dengan Saus Seafood,609.0,8.7,78.8,42.0,100.0
Salmon Panggang dengan Crème Fraîche Lobak,609.0,3.9,23.5,41.0,100.0
Patty Melt a la Restoran,608.0,5.4,10.8,40.0,100.0
Sloppy Joes,608.0,12.5,36.8,32.0,100.0
Salmon Wasabi Renyah dengan Jeruk Nipis,608.0,1.2,15.5,51.0,100.0
"Terong, Zucchini, Cabai Merah, dan Torte Parmesan",608.0,5.9,35.5,22.0,100.0
Turnover Bayam dan Feta,608.0,18.8,80.2,29.0,100.0
Cannelloni Labu dengan Kerang dan Mentega Sage Brown,608.0,9.8,45.8,41.0,100.0
Salmon Rebus Cepat dengan Ratatouille Cepat,607.0,0.0,17.2,49.0,100.0
Kari Zukini,607.0,11.9,43.0,21.0,100.0
Dacquoise Kacang dengan Mousse Selai Kacang,607.0,7.3,50.0,14.0,100.0
Pappardelle Labu Butternut dan Radicchio,607.0,9.1,69.2,15.0,100.0
Sup Salmon,606.0,2.2,21.5,40.0,100.0
Puding Roti Apel Cheddar,606.0,10.5,81.5,16.0,100.0
Ayam Cheddar Empuk dengan Bayam Layu,606.0,8.1,24.8,30.0,100.0
Linguine Kerang Panggang,606.0,14.2,87.5,28.0,100.0
Pasta Seafood dengan Saus Herba Lemon-Saffron,606.0,9.4,49.0,26.0,100.0
"Polenta dengan Sosis, Bawang dan Paprika",606.0,9.2,26.0,22.0,100.0
Daging Cincang Klasik dengan Sayuran Panggang,606.0,12.7,59.2,45.0,100.0
"Fettuccine dengan Morel, Asparagus, dan Keju Kambing",606.0,11.6,78.0,24.0,100.0
Burger Isi Keju Cheddar,605.0,30.0,39.5,42.0,100.0
Pasta dengan Tomat dan Keju Kambing,605.0,10.6,97.0,25.0,100.0
Patty Sosis dengan Kenikmatan Cranberry-Kumquat,605.0,9.3,27.5,27.0,100.0
"Phyllo Pie dengan Butternut Squash, Kangkung, dan Keju Kambing",605.0,28.6,48.8,26.0,100.0
"Salad Kentang Panggang dengan Selada Air, Daun Bawang, dan Vinaigrette Keju Biru",605.0,13.7,58.2,12.0,100.0
Roti Jagung Panzanella,605.0,16.8,62.0,15.0,100.0
Monkfish Panggang dengan Lentil Kari dan Kembang Kol Mentega Kecokelatan,605.0,8.1,48.8,44.0,100.0
Steak dengan Mustard dan Lada Hijau,604.0,21.1,12.0,40.0,100.0
"Kacang Putih, Butternut Squash, Kale, dan Rebusan Zaitun",604.0,0.3,93.5,26.0,100.0
Hati dan Bawang a la Venesia,603.0,8.5,22.5,36.0,100.0
Linguine dengan Tomat dan Hati Artichoke,603.0,9.1,81.2,29.0,100.0
Sup Daging Sapi Barley dengan Jamur Liar dan Parsnip,603.0,2.4,62.0,55.0,100.0
"Pasta Tinta Cumi dengan Udang, Nduja, dan Tomat",603.0,2.1,70.2,31.0,100.0
Spaghetti Farro dengan Jamur dan Hazelnut,603.0,4.7,75.2,17.0,100.0
Fettuccine dengan Sosis dan Kangkung,602.0,1.1,45.5,42.0,100.0
Pasta Cumi dan Adas dengan Lemon dan Rempah,602.0,4.7,75.5,30.0,100.0
Casserole Rigatoni Tahu,602.0,7.2,52.5,35.0,100.0
Parfait Ceri Maraschino,602.0,8.4,96.8,11.0,100.0
Torta De Calabacitas,602.0,14.2,25.5,26.0,100.0
Bisque Lobster,602.0,7.7,33.8,65.0,100.0
Sup Udang Thailand dengan Lemon dan Jalapenos,602.0,2.8,52.0,49.0,100.0
"Spaghetti One-Pot Kale, Tomat, dan Lemon",601.0,6.0,80.0,14.0,100.0
Ayam Kari Hijau,601.0,13.4,43.0,24.0,100.0
Linguine Makanan Laut,601.0,9.6,73.8,27.0,100.0
Manicotti,601.0,7.3,54.0,31.0,100.0
"Polenta, Keju Kambing, dan Tart Jamur",601.0,17.3,45.0,13.0,100.0
Rebusan Lentil dengan Bayam dan Kentang,601.0,1.7,87.5,29.0,100.0
Kerang dalam Saus Krim,600.0,9.3,38.8,55.0,100.0
Pasta Pantry,600.0,1.3,72.2,26.0,100.0
Sup Kacang Merpati,600.0,0.4,40.2,40.0,100.0
"Orecchiette dengan Lentil, Bawang, dan Bayam",600.0,11.0,91.0,23.0,100.0
puding moka,600.0,10.3,59.0,10.0,100.0
Pasta Telur Lemon dan Salmon,600.0,9.1,58.8,17.0,100.0
Sup Kentang-Daun Bawang dengan Keju,600.0,3.6,93.8,18.0,100.0
Fillet Barramundi dengan Ubi Jalar Panggang dan Keripik Brussels Sprout,599.0,8.1,60.5,15.0,100.0
"Farfalle dengan Ayam, Tomat, Bawang Karamel, dan Keju Kambing",599.0,18.6,66.8,29.0,100.0
Bucatini Carbonara dengan Zucchini,598.0,5.8,61.5,25.0,100.0
"Artichoke dengan Romano, Lada, dan Zaitun",598.0,13.8,23.5,18.0,100.0
Ranch Beans,598.0,9.1,66.8,31.0,100.0
Dendeng ikan mujair,598.0,3.3,9.2,74.3,100.0
Steak Panggang dan Kentang dengan Saus Charmoula,598.0,19.4,41.8,38.0,100.0
Dendeng mujair goreng,598.0,11.7,9.2,74.3,100.0
Keripik oncom,598.0,8.4,42.6,8.3,100.0
Spumoni Sundaes dengan Saus Fudge Panas Espresso,598.0,8.3,49.5,10.0,100.0
Salad Bayam Jeruk dan Jamur Hangat,598.0,4.0,36.8,16.0,100.0
Domba dan Zucchini Fusilli Ditaburi Mentega Kemangi,597.0,14.3,67.8,23.0,100.0
Steak Asia dan Salad Mie,597.0,3.1,65.5,41.0,100.0
Salmon Dilapisi Madu dan Mustard,596.0,9.0,14.2,38.0,100.0
Salad Puyuh Panggang dengan Saus Madu-Dijon,596.0,14.7,23.8,24.0,100.0
"Tilapia dengan Saus Mentega Balsamic, Kentang Tumbuk Thyme, dan Kacang Polong",596.0,9.4,42.8,32.0,100.0
Enfrijolada Kacang Pinto,596.0,9.0,52.8,22.0,100.0
"Terong, Lada Panggang, dan Terrine Keju Kambing dengan Saus Peterseli",596.0,15.6,20.2,14.0,100.0
Kerang Krim dan Rebusan Sayur Akar,595.0,4.8,46.8,48.0,100.0
Pasta Telur Orak-arik,595.0,6.1,50.8,26.0,100.0
"Rebusan Daging Sapi dengan Jamur, Bawang Merah dan Kentang",594.0,1.1,42.2,59.0,100.0
Udang Asap dan Rebusan Halibut,594.0,0.6,26.8,61.0,100.0
Pasta dengan Udang dan Artichoke,594.0,6.3,81.0,36.0,100.0
Gulungan Collard Isi Sayur dan Ricotta dengan Saus Tomat,594.0,13.8,37.8,32.0,100.0
Penne dan Gratin Sayuran,594.0,8.2,69.5,25.0,100.0
Burger Domba Berbumbu,594.0,16.3,28.2,28.0,100.0
"Lobster Dill, Alpukat, dan Salad Kentang dengan Saus Lobak Lieber",594.0,3.9,32.2,42.0,100.0
Penne dengan Ikan Trout Asap dan Kacang Polong Gula,594.0,9.8,93.5,28.0,100.0
Smorrebrod Salmon Asap,593.0,9.0,12.5,39.0,100.0
Kue Ikan dengan Udang dan Salmon Asap,593.0,13.9,70.5,26.0,100.0
Sup Kapulaga Wortel,593.0,3.2,75.0,17.0,100.0
"Ikan Lele Kulit Oat Pinhead, Kembang Kol Panggang dan Sawi, dan Krim Lemon",593.0,7.3,26.2,32.0,100.0
Puding Coklat Susu Selai Kacang,593.0,10.4,55.2,12.0,100.0
Kaki Ayam Panggang Moster di Atas Arugula,593.0,9.7,15.8,47.0,100.0
Torte Es Lemon dengan Saus Strawberry-Rhubarb,593.0,7.4,68.8,12.0,100.0
Makaroni dan Keju Biru dengan Daun Bawang,593.0,9.6,50.2,26.0,100.0
Salmon Dibungkus Phyllo dengan Daun Bawang dan Paprika Merah,593.0,11.1,32.0,33.0,100.0
Risotto Biji Bunga Matahari dengan Labu dan Jamur,593.0,11.9,19.2,12.0,100.0
Moussaka Domba dengan Kismis,593.0,8.1,41.0,24.0,100.0
Campuran Sayuran dengan Crostini Keju Kambing,593.0,16.9,24.5,18.0,100.0
Salad Ayam dan Nektarin dengan Mayones Jinten Panggang,593.0,8.1,11.2,47.0,100.0
Roti Daging Sapi dengan Jamur dan Daun Bawang,592.0,10.4,20.5,33.0,100.0
Sup Kacang Putih dan Sayur,592.0,4.2,80.5,27.0,100.0
Aprikot Almond Linzertorte,592.0,12.2,57.0,10.0,100.0
Artichoke Isi,592.0,14.2,34.5,19.0,100.0
Bundel Kentang dan Kubis,592.0,5.4,64.8,18.0,100.0
Chowder Clam Makan Malam,592.0,4.5,57.2,48.0,100.0
Salmon Rebus Dingin dengan Saus Mustard-Lime,591.0,0.6,19.5,45.0,100.0
Kari Ayam dengan Ubi Jalar,591.0,10.8,46.5,54.0,100.0
Salad Ayam Kari dan Sayuran Mintz,591.0,9.0,34.2,28.0,100.0
Jamur Portobello Diisi dengan Bayam dan Keju Kambing,591.0,15.8,14.0,19.0,100.0
Kerang Tarragon Lime Bay di Atas Pasta Angel Hair,591.0,8.8,73.0,32.0,100.0
"Rotini dengan Paprika, Bawang, dan Feta",591.0,14.6,91.8,20.0,100.0
Ayam Panggang dengan Saus Barbekyu Root Beer,591.0,19.4,12.0,48.0,100.0
Gurita dengan Linguine,591.0,5.2,76.0,47.0,100.0
Kue kelapa,591.0,14.3,47.5,5.6,100.0
Pierogies dengan Asinan Kubis Rebus dan Jamur,590.0,1.4,103.2,15.0,100.0
Keripik Kentang Goreng Oven dengan Thyme,590.0,11.1,89.2,11.0,100.0
Risotto Lobster Truffle,590.0,10.3,54.2,28.0,100.0
Sayap Ayam Panggang Thailand,590.0,13.8,17.0,45.0,100.0
Nasi Merah Kacang,589.0,2.7,60.0,13.0,100.0
Penne dengan Swiss Chard,589.0,10.4,77.0,23.0,100.0
Souffle Keju Gruyère dengan Dill,589.0,11.5,14.0,23.0,100.0
Stik Ikan Berbumbu Cabai,589.0,6.0,30.5,38.0,100.0
Burrito Daging Sapi Pedas,589.0,12.7,57.5,47.0,100.0
Gratin Kentang Keju Biru,588.0,9.8,34.0,14.0,100.0
Salad Pasta Ayam dengan Saus Kari Krim,588.0,9.3,13.2,55.0,100.0
Kerupuk urat,588.0,14.5,1.2,53.7,100.0
Dua Kacang Polong dalam Pasta,588.0,4.5,83.8,25.0,100.0
Ravioli Udang dengan Mentega Jahe Jeruk Nipis,588.0,2.0,73.8,26.0,100.0
Pasta dengan Ikan Teri dan Tomat,587.0,8.2,94.8,25.0,100.0
Kue Ricotta Stroberi-Oranye dengan Pistachio,587.0,18.1,65.5,16.0,100.0
Pancake Gandum Utuh dengan Sirup Blackberry,587.0,28.4,95.2,11.0,100.0
"Rigatoni dengan Saus Tomat, Kemangi, dan Jamur",587.0,14.7,84.0,20.0,100.0
Pasta Primavera,587.0,8.1,72.8,20.0,100.0
Nasi Goreng Udang dengan Jahe,587.0,11.4,38.5,34.0,100.0
Tart Relleno Chili,587.0,13.4,25.5,20.0,100.0
Puding Roti Brioche,587.0,11.5,90.0,14.0,100.0
Crudité Musim Panas dengan Bagna Cauda,587.0,7.5,16.0,16.0,100.0
Kue Keju Marzipan,586.0,25.6,34.2,11.0,100.0
Kari Hijau dengan Bawang Keemasan dan Kacang Mete,586.0,5.7,16.5,22.0,100.0
Orecchiette dengan Kangkung dan Remah Roti,586.0,28.4,76.0,21.0,100.0
Pancake Tepung Jagung Buttermilk,586.0,18.3,81.0,16.0,100.0
Sandwich Ayam Panggang dengan Sage Pesto dan Apel,586.0,13.5,19.8,12.0,100.0
Sandwich Ayam dengan Mentega Kucai,586.0,25.4,32.2,31.0,100.0
Saltimbocca Ayam Lembaran dengan Kentang Panggang dan Kangkung Renyah,586.0,19.0,30.2,69.0,100.0
Burgundy Daging Sapi Cepat,586.0,16.6,38.2,34.0,100.0
Kacang Garbanzo Maroko dan Feta Pitas,586.0,14.9,41.8,17.0,100.0
Ceker Panggang dengan Jalapeño dan Tomat,586.0,6.9,10.8,39.0,100.0
Linguine dengan Peterseli dan Bawang Putih,586.0,7.2,96.8,16.0,100.0
Salmon Panggang dengan Daun Bawang dan Wijen,585.0,6.1,10.5,48.0,100.0
Sorrentino Tiga Keju dengan Saus Tomat-Zaitun,585.0,10.1,35.5,23.0,100.0
Wortel Panggang dengan Saus Keju,585.0,9.3,29.5,11.0,100.0
Risotto Bit,584.0,7.8,94.5,11.0,100.0
Bawang Karamel dan Linguine Cabai Merah Panggang,584.0,10.6,87.8,20.0,100.0
Spaghetti Squash dengan Isian Sosis,584.0,2.4,38.0,27.0,100.0
Salad Kacang dengan Lobak dan Keju Feta,584.0,4.8,67.5,29.0,100.0
Salad Melon Zukini,583.0,3.9,12.0,46.0,100.0
Kugel Mie Kismis Jeruk,583.0,1.1,60.2,18.0,100.0
Torte Cokelat Meksiko,583.0,7.3,57.2,12.0,100.0
Gratin Akar Kentang & Seledri dengan Daun Bawang,583.0,14.0,30.5,14.0,100.0
Taco Ikan Lembut,583.0,8.7,52.0,51.0,100.0
Pasta dengan Butternut Squash dan Bayam,583.0,6.0,91.2,23.0,100.0
Tahu Goreng dengan Saus Bawang Putih Oriental,583.0,11.9,17.8,38.0,100.0
Mie Jepang dengan Bok Choy dan Tahu,583.0,12.5,81.8,28.0,100.0
Sup Kacang dengan Sosis dan Kentang,582.0,1.3,58.8,35.0,100.0
Sup Kari Merah Thailand dengan Ayam dan Sayuran,582.0,4.1,10.8,29.0,100.0
Gumbo-Laya Pedas,582.0,14.9,36.8,39.0,100.0
Dada Ayam Berglazur Jalapeño,581.0,13.0,72.2,37.0,100.0
Nasi dan Kacang Indian,581.0,1.0,104.8,18.0,100.0
Salad Keju Kambing Hangat dengan Ceri Kering dan Vinaigrette Pancetta,581.0,9.9,27.0,17.0,100.0
Tumis Daging Sapi Wijen dan Asparagus,581.0,3.6,15.5,33.0,100.0
Gnocchi Ricotta dengan Daun Bawang dan Kacang Fava,581.0,10.9,24.5,24.0,100.0
Makaroni dengan Bumbu Daging Sapi dan Saus Tomat,580.0,9.4,59.0,32.0,100.0
Pastitsio Bumbu Maroko dengan Domba dan Feta,580.0,11.0,46.8,24.0,100.0
Sup Campuran Sayuran dan Sosis dengan Pangsit Tepung Jagung,580.0,0.7,46.5,22.0,100.0
Bakso a la Spuntino,579.0,11.0,24.2,35.0,100.0
"Tart Lemon, Madu, dan Kenari",579.0,10.4,65.0,10.0,100.0
Puding Roti Coklat Putih dengan Ceri Rebus,579.0,2.0,63.0,12.0,100.0
Lasagna Zucchini Panggang,579.0,6.2,28.0,38.0,100.0
Soup Doria,579.0,2.7,67.8,23.0,100.0
Puding Roti dan Mentega,579.0,29.8,43.8,11.0,100.0
"Farfalle dengan Tuna, Tomat, dan Zaitun",579.0,6.4,72.0,30.0,100.0
"Salmon Papillote dengan Adas, Kentang, dan Zaitun",579.0,9.2,18.8,45.0,100.0
Ayam Pedas dengan Jamur dan Adas Bintang,578.0,16.4,28.8,55.0,100.0
Kacang Pinto dan Cabai Sayur,578.0,12.4,86.0,27.0,100.0
Sandwich Sosis Panggang dengan Adas dan Bawang Manis,577.0,12.8,28.8,21.0,100.0
Gratin Adas dengan Remah Roti Walnut-Thyme,577.0,21.4,45.8,13.0,100.0
"Couscous dengan Kismis Keemasan, Kacang Pinus, dan Daun Bawang",576.0,9.3,62.5,14.0,100.0
Sup Tomat-Tarragon Dingin dengan Crouton,576.0,2.8,58.2,16.0,100.0
Cobbler Sayuran Akar dengan Topping Biskuit Kucai,576.0,17.4,69.2,14.0,100.0
Gulungan Lobster Tarragon,576.0,11.7,26.2,75.0,100.0
Bisque Udang Cepat,576.0,6.7,30.2,44.0,100.0
"Orecchiette dengan Garbanzos, Tomat, Feta, dan Mint",576.0,12.1,69.8,18.0,100.0
Nasi Feta dan Mint,575.0,5.3,79.0,13.0,100.0
Panini Ayam Herba dan Arugula,575.0,8.9,33.2,34.0,100.0
Udang dan Mie Giling Kari,575.0,9.7,84.0,35.0,100.0
Salad Provence,575.0,3.5,32.5,37.0,100.0
Roti Pipih Kemangi dengan Tomat Panggang dan Minyak Kemangi,575.0,9.1,106.2,15.0,100.0
Gnocchi Bayam Ricotta dengan Saus Tomat,574.0,19.8,26.5,36.0,100.0
Kue Es Krim Susu Malt dengan Topping Blackberry,574.0,18.5,84.0,10.0,100.0
Risotto Paprika Kuning,574.0,7.0,67.5,22.0,100.0
Burger Blt,574.0,26.4,23.5,48.0,100.0
Salmon dengan Saus Krim Peterseli,573.0,9.3,17.5,38.0,100.0
Sup jagung,573.0,3.5,57.0,21.0,100.0
Salad Caesar Jamur,572.0,7.0,19.8,13.0,100.0
Sandwich Daging Sapi Panggang dengan Mayones Lobak,572.0,17.0,12.8,29.0,100.0
"Pasta dengan Tomat, Mozzarella, dan Basil",572.0,4.1,60.5,24.0,100.0
Domba dengan Tumis Zucchini,571.0,7.7,17.5,24.0,100.0
Salmon dengan Salsa Cabai-Mangga,571.0,0.4,23.5,36.0,100.0
"Pizza Kentang, Sage, dan Rosemary",571.0,8.8,66.8,22.0,100.0
Sup Ayam dengan Alpukat dan Potongan Tortilla Renyah,570.0,3.8,17.8,37.0,100.0
Bass Laut Pistachio dengan Salad Kepiting,570.0,2.3,12.8,42.0,100.0
Nasi Pilaf dengan Kemangi dan Kacang Pinus,570.0,5.8,80.8,10.0,100.0
Dada Ayam Berisi dengan Saus Cuka Sari,570.0,8.2,29.8,43.0,100.0
Ayam Panggang Rosemary dan Bawang Putih,570.0,9.4,15.8,57.0,100.0
Ayam Berkulit Parmesan dan Asparagus dengan Saus Maltaise,570.0,8.4,18.0,66.0,100.0
